,wp-admin/js/post.js,wp-includes/css/media-views-rtl.css,wp-includes/js/plupload/plupload.html5.js,wp-includes/js/wp-lists.js,wp-includes/css/wp-pointer-rtl.css,wp-includes/js/plupload/plupload.html4.js,wp-includes/css/editor.css,wp-includes/js/plupload/plupload.flash.js,wp-includes/js/tinymce/wp-tinymce.js.gz,wp-includes/js/imgareaselect/jquery.imgareaselect.js,wp-includes/css/dashicons.css,wp-includes/css/buttons-rtl.css,wp-admin/js/common.dev.js,wp-admin/js/link.js,wp-includes/js/imgareaselect/jquery.imgareaselect.dev.js,wp-admin/js/customize-controls.dev.js,wp-admin/css/install.css,wp-includes/css/admin-bar.css,wp-includes/js/plupload/wp-plupload.dev.js,wp-admin/js/nav-menu.js,wp-includes/js/tinymce/plugins/wordpress/editor_plugin_src.js,wp-includes/css/media-views.css,wp-includes/js/jquery/jquery.js,wp-includes/js/tinymce/plugins/wpeditimage/editor_plugin_src.js,wp-includes/js/customize-preview.js,wp-includes/js/plupload/plupload.silverlight.js,wp-admin/css/install-rtl.css,wp-admin/css/edit.css ,wp-admin/js/dashboard.js,wp-includes/css/wp-pointer.css,wp-includes/css/admin-bar-rtl.css,wp-admin/js/post.dev.js,wp-includes/js/wp-lists.dev.js,wp-admin/css/wp-admin-rtl.css,wp-admin/css/wp-admin.dev.css,wp-includes/js/swfobject.js,wp-includes/js/plupload/wp-plupload.js,wp-admin/js/theme.js,wp-includes/js/plupload/plupload.js,wp-includes/js/plupload/handlers.dev.js,wp-admin/js/customize-controls.js,wp-includes/css/editor.dev.css,wp-includes/css/buttons.css,wp-admin/js/link.dev.js,wp-includes/js/customize-preview.dev.js,Version
102,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
103,32634,46895,0,11169,3864,0,35049,0,134774,37069,42627,9265,0,2247,0,0,6187,23249,0,39054,0,46896,95807,0,3871,0,6187,25266,5783,3859,23253,0,0,422,0,10231,10560,43713,0,0,34254,0,9264,0,0,4.0.10
104,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
105,37410,48049,0,25235,4026,0,32033,0,639408,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,97184,0,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.6
106,28955,47337,0,11169,3885,0,30965,0,147517,38133,48586,9354,0,2247,0,0,6759,24830,0,40593,0,47337,95977,0,4469,0,6759,27458,5782,3880,24836,0,0,421,0,10231,12692,45119,0,0,100856,0,9355,0,0,4.3.1
107,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,0,18011,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
108,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
109,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
110,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
111,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
113,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,97183,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.1
114,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
115,37410,47837,0,25235,4026,0,32204,0,208317,38132,48813,9410,0,2247,0,0,7020,25094,0,42256,0,47838,96874,0,27836,0,7021,28637,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9409,0,0,5.0.6
116,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
117,29966,50069,0,12108,3878,0,33797,0,170448,38133,48855,9708,0,2247,0,0,7403,25606,0,40963,0,50071,96874,0,6566,0,7404,28213,5790,3873,25612,0,0,421,0,10231,12714,51502,0,0,121570,0,9709,0,0,4.6.15
118,37409,48049,0,25235,3799,0,31570,0,214099,38133,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,97184,0,27836,0,7021,27395,16585,3794,25099,0,0,421,0,10231,12726,54364,60314,0,289000,0,9483,0,0,4.9.3
119,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.2
120,37410,47837,0,25235,4026,0,32204,0,208317,38132,48813,9410,0,2247,0,0,7020,25094,0,42256,0,47838,97184,0,27836,0,7021,28637,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9409,0,0,5.0.3
121,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
122,37409,51084,0,25235,3878,0,34194,0,200338,38133,48855,10607,0,2247,0,0,7393,25581,0,42334,0,51087,96874,0,26139,0,7394,28392,16541,3873,25587,0,0,421,0,10231,12714,52899,0,0,166341,0,10606,0,0,4.8.10
123,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
124,37308,48995,0,25282,4027,0,32907,0,0,38132,50493,9570,0,3875,0,0,6989,25781,0,42475,0,48996,97183,0,27969,0,6990,27635,18858,4022,25786,0,0,455,0,10231,12806,54392,60314,0,290802,0,9569,0,0,5.2
127,37308,48995,0,25282,4027,0,32907,0,0,38132,50341,9570,0,3875,0,0,6989,25781,0,42475,0,48996,96873,0,27969,0,6990,27635,18858,4022,25786,0,0,455,0,10231,12806,54392,60314,0,290802,0,9569,0,0,5.2.1
128,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
129,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
130,37409,50069,0,25235,3878,0,34208,0,0,38133,48855,9708,0,2247,0,0,7393,25653,0,41574,0,50071,97184,0,26041,0,7394,28574,5790,3873,25659,0,0,421,0,10231,12714,51828,0,0,164270,0,9709,0,0,4.7.3
131,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
133,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
135,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
136,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
137,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
138,37407,49356,28939,25282,4027,28939,32907,28939,28939,38132,50341,9868,28939,3875,28939,28939,5911,25857,28939,42482,28939,49358,96873,28939,27969,28939,5912,27635,18858,4022,25862,28939,28939,455,28939,10231,12806,54392,60314,28939,290802,28939,9867,28939,28939,5.2.3
139,29966,50069,0,12108,3878,0,33797,0,170397,38133,48855,9708,0,2247,0,0,7403,25606,0,40963,0,50071,97184,0,6566,0,7404,0,5790,3873,25612,0,0,421,0,10231,12714,51502,0,0,121235,0,9709,0,0,4.6.3
140,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
141,37407,49356,0,26140,4251,0,34792,0,0,39364,51497,9868,0,4011,0,0,5911,25857,0,42482,0,49358,96878,0,28868,0,5912,29286,19451,4246,25862,0,0,470,0,10234,13238,56459,62693,0,300072,0,9867,0,0,5.2.3
142,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
144,27497,47921,0,11169,3885,0,38124,0,138516,37069,45999,9157,0,2247,0,0,6157,24209,0,40232,0,47921,95952,0,4469,0,6157,27785,5782,3880,24215,0,0,389,0,10231,12692,44838,0,0,83824,0,9158,0,0,4.2.24
145,37409,48049,0,25235,3799,0,31570,0,214099,38133,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,97184,0,27836,0,7021,27395,16585,3794,25099,0,0,421,0,10231,12726,54364,60314,0,289000,0,9483,0,0,4.9.4
146,38388,47837,0,25235,4026,0,32204,0,208317,38132,48813,9410,0,2247,0,0,7020,25094,0,42256,0,47838,96874,0,27836,0,7021,0,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9409,0,0,5.0.6
147,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,0,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
148,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
149,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
150,37410,48049,0,25235,4026,0,32033,0,632543,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,41066,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
151,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,0,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
153,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
154,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,97184,0,27836,0,7021,97325,18011,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.8
155,29703,48587,0,11169,3881,0,30953,0,148990,38133,48604,9719,0,2247,0,0,7131,25213,0,40593,0,48589,95977,0,4539,0,7131,28589,5790,3876,25219,0,0,421,0,10231,12692,46464,0,0,105308,0,9720,0,0,4.4
156,0,51084,0,25235,3878,0,34194,0,200338,38133,48855,10607,0,0,0,0,0,25581,0,0,0,51087,96874,0,26139,0,0,0,0,3873,25587,0,0,0,0,10231,12714,0,0,0,0,0,10606,0,0,4.8.10
157,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
158,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
159,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
161,37410,48049,0,25235,4026,0,32033,0,209550,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,97184,0,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.7
162,13494,0,16719,7682,0,4788,43861,5541,101121,9628,0,0,9641,1675,36846,25102,3504,11547,6379,15609,13604,0,94861,7895,1949,5610,0,0,2094,2882,2987,19536,10922,32264,138084,10231,3074,3423,11904,15579,13601,52530,0,2166,3701,3.4.2
162,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
164,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
165,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,0,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
166,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
167,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,0,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
172,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
173,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
174,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
175,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
176,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
178,37308,48995,0,25282,4027,0,32907,0,0,38132,50341,9702,0,3875,0,0,6989,25781,0,42475,0,48996,96873,0,27969,0,6990,0,18858,4022,25786,0,0,455,0,10231,12806,54392,60314,0,290802,0,9701,0,0,5.2.2
179,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
180,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,0,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
181,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
182,0,48049,0,25235,3799,0,31570,0,688112,38133,48813,9484,0,0,0,0,0,25094,0,0,0,48051,97184,0,27836,0,0,0,0,3794,25099,0,0,0,0,10231,12726,0,60314,0,0,0,9483,0,0,4.9.3
183,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
184,37409,51084,0,25235,3878,0,34194,0,200338,38133,48855,10607,0,2247,0,0,7393,25581,0,42334,0,51087,96874,0,26139,0,7394,28392,16541,3873,25587,0,0,421,0,10231,12714,52899,0,0,166341,0,10606,0,0,4.8.10
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2.3
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9.11
187,37409,50294,0,25235,3878,0,34208,0,182840,38133,48855,9814,0,2247,0,0,7393,25653,0,41574,0,50296,97184,0,26139,0,7394,28574,5790,3873,25659,0,0,421,0,10231,12714,51828,0,0,166059,0,9814,0,0,4.7.5
188,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
189,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
190,37409,40396,0,11280,2997,0,25964,0,214099,14561,46325,6129,0,2247,0,0,7020,20543,0,42256,0,40398,97176,0,15094,0,7021,27395,16585,2992,20548,0,0,421,0,10081,6114,54364,22307,0,289000,0,6128,0,0,4.9.3
191,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
192,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,0,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
193,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2.2
195,0,0,16719,7656,0,4788,0,5541,301449,9628,0,0,0,0,21174,0,0,10924,0,0,0,0,93889,0,0,5610,0,0,0,2910,3023,0,10892,0,0,10231,0,0,11904,15525,0,0,0,0,0,3.3.2
196,37409,48049,0,25235,3799,0,31570,0,214099,38133,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,97184,0,27836,0,7021,27395,16585,3794,25099,0,0,421,0,10231,12726,54364,60314,0,289000,0,9483,0,0,4.9.4
197,0,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,0,0,0,0,25094,0,0,0,48051,96874,0,27836,0,0,0,0,4021,25099,0,0,0,0,10231,12726,0,60314,0,0,0,9483,0,0,4.9.11
198,29772,49806,0,11492,3878,0,33684,0,167360,38133,48855,9709,0,2247,0,0,7139,24930,0,40963,0,49808,97201,0,6512,0,7140,28751,5790,3873,24936,0,0,421,0,10231,12692,47391,0,0,108418,0,9710,0,0,4.5
200,37409,50294,0,25235,3878,0,34208,0,182891,38133,48855,9814,0,2247,0,0,7393,25653,0,41574,0,50296,96874,0,26139,0,7394,28574,5790,3873,25659,0,0,421,0,10231,12714,51828,0,0,166059,0,9814,0,0,4.7.14
201,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
204,37308,48995,0,25282,4027,0,32907,0,0,38132,50341,9702,0,3875,0,0,6989,25781,0,42475,0,48996,96873,0,27969,0,6990,0,18858,4022,25786,0,0,455,0,10231,12806,54392,60314,0,290802,0,9701,0,0,5.2.2
206,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
207,27361,32431,17946,11104,3633,4841,54183,5552,351009,37069,35155,8333,0,2247,0,0,4831,23622,0,38480,14257,32438,93085,9159,3728,5617,0,0,5767,3626,23627,0,0,234862,0,10231,9805,20580,11948,0,26178,0,8332,0,0,5.2.3
208,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2.3
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2.3
212,27361,32431,17946,11104,3633,4841,54183,5552,116265,37069,35155,8333,0,2247,0,0,4831,23622,0,38480,14257,32438,93085,9159,3728,5617,0,0,5767,3626,23627,0,0,228078,0,10231,9805,20580,11948,0,26178,0,8332,0,0,3.8.1
213,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,97184,0,27836,0,7021,28901,18011,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.8
214,37410,48049,0,25235,4026,0,32033,0,632543,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
215,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,0,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
216,0,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
217,37409,50294,0,25235,3878,0,34208,0,182891,38133,48855,9814,0,2247,0,0,7393,25653,0,41574,0,50296,96874,0,26139,0,7394,28574,5790,3873,25659,0,0,421,0,10231,12714,51828,0,0,166059,0,9814,0,0,4.7.14
218,37409,50294,0,25235,3878,0,34208,0,182891,38133,48855,9814,0,2247,0,0,7393,25653,0,41574,0,50296,97184,0,26139,0,7394,28574,5790,3873,25659,0,0,421,0,10231,12714,51828,0,0,166059,0,9814,0,0,4.7.10
219,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96866,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
220,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
221,0,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,0,0,0,0,25857,0,0,0,49358,96873,0,27969,0,0,0,0,4022,25862,0,0,0,0,10231,12806,0,60314,0,0,0,9867,0,0,5.2.3
222,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
223,29772,49806,0,11492,3878,0,33684,0,168506,38133,48855,9709,0,2247,0,0,7139,24930,0,40963,0,49808,96874,0,6512,0,7140,28751,5790,3873,24936,0,0,421,0,10231,12692,47391,0,0,108753,0,9710,0,0,4.5.18
224,37409,50294,0,25235,3878,0,34208,0,182891,38133,48855,9814,0,2247,0,0,7393,25653,0,41574,0,50296,97184,0,26139,0,7394,28574,5790,3873,25659,0,0,421,0,10231,12714,51828,0,0,166059,0,9814,0,0,4.7.12
225,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
226,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
